DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               MPVPosition               OutletValve               CO_sync                   CO2_sync                  CO2_dry_sync              CH4_sync                  CH4_dry_sync              H2O_sync                  
2022-02-27                10:43:30.000              57.57187500               1381.725000               58.57187500               1645958610.000            0                         963                       1.4000183105E+02          4.4999778748E+01          4.2062500000E+01          4.4771812439E+01          4.4999320984E+01          1.0000000000E+00          3.3549601562E+04          3.4244637729E-01          4.4591274947E+02          4.4644434732E+02          2.1406874207E+00          2.1424837955E+00          7.5441611973E-02          
2022-02-27                10:43:35.000              57.57193287               1381.726389               58.57193287               1645958615.000            0                         963                       1.4000189209E+02          4.4999778748E+01          4.2000000000E+01          4.4771812439E+01          4.4999320984E+01          1.0000000000E+00          3.3551238281E+04          3.4242619511E-01          4.4588685784E+02          4.4641516215E+02          2.1413146429E+00          2.1431762190E+00          7.6009215999E-02          
2022-02-27                10:43:40.000              57.57199074               1381.727778               58.57199074               1645958620.000            0                         963                       1.4000051880E+02          4.4999687195E+01          4.2000000000E+01          4.4771934509E+01          4.4999259949E+01          1.0000000000E+00          3.3550285156E+04          3.5089533067E-01          4.4593551466E+02          4.4646589828E+02          2.1413882444E+00          2.1433541980E+00          7.6459912847E-02          
2022-02-27                10:43:45.000              57.57204861               1381.729167               58.57204861               1645958625.000            0                         963                       1.3999816895E+02          4.4999595642E+01          4.2000000000E+01          4.4771903992E+01          4.4999168396E+01          1.0000000000E+00          3.3549050781E+04          3.3940993771E-01          4.4597956853E+02          4.4650837959E+02          2.1412242620E+00          2.1433344199E+00          7.6088353980E-02          
2022-02-27                10:43:50.000              57.57210648               1381.730556               58.57210648               1645958630.000            0                         963                       1.3999899292E+02          4.4999687195E+01          4.2000000000E+01          4.4771873474E+01          4.4999015808E+01          1.0000000000E+00          3.3548921875E+04          3.4394017948E-01          4.4596364864E+02          4.4650281879E+02          2.1413555055E+00          2.1434258877E+00          7.6343779747E-02          
2022-02-27                10:43:55.000              57.57216435               1381.731944               58.57216435               1645958635.000            0                         963                       1.3999939285E+02          4.4999617410E+01          4.2062500000E+01          4.4771873474E+01          4.4999178640E+01          1.0000000000E+00          3.3548130463E+04          3.4716007783E-01          4.4599738607E+02          4.4652384151E+02          2.1419831715E+00          2.1441666341E+00          7.5649211624E-02          
2022-02-27                10:44:00.000              57.57222222               1381.733333               58.57222222               1645958640.000            0                         963                       1.3999940757E+02          4.4999440066E+01          4.2000000000E+01          4.4772029050E+01          4.4999177573E+01          1.0000000000E+00          3.3548295618E+04          3.4564653547E-01          4.4595685484E+02          4.4648464035E+02          2.1419686893E+00          2.1439865371E+00          7.5953590008E-02          
2022-02-27                10:44:05.000              57.57228009               1381.734722               58.57228009               1645958645.000            0                         963                       1.3999995561E+02          4.4999373909E+01          4.2000000000E+01          4.4772101822E+01          4.4999124647E+01          1.0000000000E+00          3.3548893220E+04          3.4121533276E-01          4.4596855670E+02          4.4649538464E+02          2.1419256713E+00          2.1441015103E+00          7.5940421602E-02          
2022-02-27                10:44:10.000              57.57233796               1381.736111               58.57233796               1645958650.000            0                         963                       1.4000024414E+02          4.4999565125E+01          4.2062500000E+01          4.4771934509E+01          4.4999076843E+01          1.0000000000E+00          3.3550699219E+04          3.4511061176E-01          4.4596736832E+02          4.4649565890E+02          2.1422807765E+00          2.1443438630E+00          7.6325085085E-02          
2022-02-27                10:44:15.000              57.57239583               1381.737500               58.57239583               1645958655.000            0                         963                       1.3999942017E+02          4.4999687195E+01          4.2062500000E+01          4.4771812439E+01          4.4998832703E+01          1.0000000000E+00          3.3550359375E+04          3.4189558314E-01          4.4596986780E+02          4.4649328539E+02          2.1417402765E+00          2.1439498249E+00          7.6298593703E-02          
2022-02-27                10:44:20.000              57.57245370               1381.738889               58.57245370               1645958660.000            0                         963                       1.3999942017E+02          4.4999626160E+01          4.2000000000E+01          4.4771995544E+01          4.4998954773E+01          1.0000000000E+00          3.3549679688E+04          3.4255815608E-01          4.4598429816E+02          4.4651398590E+02          2.1413001143E+00          2.1437266501E+00          7.6014673472E-02          
2022-02-27                10:44:25.000              57.57251157               1381.740278               58.57251157               1645958665.000            0                         963                       1.4000058368E+02          4.4999626160E+01          4.2000000000E+01          4.4771995544E+01          4.4998954773E+01          1.0000000000E+00          3.3550021826E+04          3.4131391821E-01          4.4596746506E+02          4.4649855620E+02          2.1412817481E+00          2.1432976516E+00          7.6752696425E-02          
2022-02-27                10:44:30.000              57.57256944               1381.741667               58.57256944               1645958670.000            0                         963                       1.4000113747E+02          4.4999687195E+01          4.2000000000E+01          4.4771720886E+01          4.4999076843E+01          1.0000000000E+00          3.3551765625E+04          3.4099812358E-01          4.4600889325E+02          4.4653900753E+02          2.1416648610E+00          2.1435089994E+00          7.6275901506E-02          
2022-02-27                10:44:35.000              57.57262731               1381.743056               58.57262731               1645958675.000            0                         963                       1.3999822998E+02          4.4999565125E+01          4.2000000000E+01          4.4771995544E+01          4.4998832703E+01          1.0000000000E+00          3.3550398438E+04          3.4487481783E-01          4.4600807337E+02          4.4653590961E+02          2.1416250567E+00          2.1437014073E+00          7.6340424471E-02          
2022-02-27                10:44:40.000              57.57268519               1381.744444               58.57268519               1645958680.000            0                         963                       1.3999954224E+02          4.4999870300E+01          4.2000000000E+01          4.4771781921E+01          4.4998924255E+01          1.0000000000E+00          3.3550925781E+04          3.3504933314E-01          4.4601392319E+02          4.4653264673E+02          2.1432482687E+00          2.1454385672E+00          7.6639897630E-02          
2022-02-27                10:44:45.000              57.57274306               1381.745833               58.57274306               1645958685.000            0                         963                       1.3999914551E+02          4.4999870300E+01          4.2000000000E+01          4.4771903992E+01          4.4998924255E+01          1.0000000000E+00          3.3551949219E+04          3.4080182245E-01          4.4601505151E+02          4.4654587533E+02          2.1427343356E+00          2.1449533999E+00          7.6340798374E-02          
2022-02-27                10:44:50.000              57.57280093               1381.747222               58.57280093               1645958690.000            0                         963                       1.4000085449E+02          4.4999870300E+01          4.2000000000E+01          4.4771903992E+01          4.4998924255E+01          1.0000000000E+00          3.3553707031E+04          3.4807973263E-01          4.4603345432E+02          4.4656190144E+02          2.1430875939E+00          2.1449555101E+00          7.6261059816E-02          
