DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO                        CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       h2o_reported              b_h2o_pct                 peak_14                   peak84_raw                
2021-09-10                12:48:46.891              252.65887605              6063.813025               253.65887605              1631278126.891            0                         963                       1.4002273560E+02          4.4817283630E+01          3.6687500000E+01          4.4478172302E+01          4.4777885437E+01          1.0000000000E+00          0.0000000000E+00          3.2480232422E+04          0.0000000000E+00          0.0000000000E+00          3.4539952443E+02          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          5.6139140041E+02          0.0000000000E+00          
2021-09-10                12:48:47.693              252.65888534              6063.813248               253.65888534              1631278127.693            0                         963                       1.4001607295E+02          4.4817283630E+01          3.6687500000E+01          4.4478172302E+01          4.4777885437E+01          2.0000000000E+00          0.0000000000E+00          3.2483255532E+04          0.0000000000E+00          0.0000000000E+00          3.4539952443E+02          0.0000000000E+00          1.9427498680E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          5.6139140041E+02          0.0000000000E+00          
2021-09-10                12:48:48.740              252.65889745              6063.813539               253.65889745              1631278128.740            0                         963                       1.4001607295E+02          4.4817283630E+01          3.6673641907E+01          4.4478172302E+01          4.4777885437E+01          4.0000000000E+00          0.0000000000E+00          3.2483255532E+04          0.0000000000E+00          1.6615355598E-01          3.4539952443E+02          0.0000000000E+00          1.9427498680E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.5789519958E+00          5.6139140041E+02          4.1910468176E-01          
2021-09-10                12:48:49.575              252.65890712              6063.813771               253.65890712              1631278129.575            0                         963                       1.4001516724E+02          4.4819541931E+01          3.6625000000E+01          4.4490043640E+01          4.4788383484E+01          3.0000000000E+00          0.0000000000E+00          3.2490277344E+04          0.0000000000E+00          1.6615355598E-01          3.4539952443E+02          0.0000000000E+00          1.9427498680E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.5789519958E+00          5.6139140041E+02          4.1910468176E-01          
2021-09-10                12:48:49.838              252.65891017              6063.813844               253.65891017              1631278129.839            0                         963                       1.4001516724E+02          4.4819541931E+01          3.6625000000E+01          4.4490043640E+01          4.4788383484E+01          1.0000000000E+00          0.0000000000E+00          3.2490277344E+04          0.0000000000E+00          1.6615309653E-01          3.9572034538E+02          3.4863722309E+02          1.9427498680E+00          1.9576505187E+00          1.2201217834E+00          1.5219790226E+00          1.5789519958E+00          5.6124547683E+02          4.1910468176E-01          
2021-09-10                12:48:50.381              252.65891646              6063.813995               253.65891646              1631278130.382            0                         963                       1.4001981530E+02          4.4819541931E+01          3.6677884615E+01          4.4490043640E+01          4.4788383484E+01          2.0000000000E+00          0.0000000000E+00          3.2494162710E+04          0.0000000000E+00          1.6615309653E-01          3.9572034538E+02          3.9942974026E+02          1.9422282507E+00          1.9576505187E+00          1.2201217834E+00          1.5219790226E+00          1.5789519958E+00          5.6124547683E+02          4.1910468176E-01          
2021-09-10                12:48:51.292              252.65892699              6063.814248               253.65892699              1631278131.292            0                         963                       1.4001981530E+02          4.4819541931E+01          3.6687500000E+01          4.4490043640E+01          4.4788383484E+01          4.0000000000E+00          0.0000000000E+00          3.2494162710E+04          0.0000000000E+00          1.7010237053E-01          3.9572034538E+02          3.9942974026E+02          1.9422282507E+00          1.9576505187E+00          1.2201217834E+00          1.5219790226E+00          1.5789095792E+00          5.6124547683E+02          4.2814437164E-01          
2021-09-10                12:48:52.141              252.65893682              6063.814484               253.65893682              1631278132.141            0                         963                       1.4001428223E+02          4.4819541931E+01          3.6687500000E+01          4.4490043640E+01          4.4788383484E+01          3.0000000000E+00          0.0000000000E+00          3.2500177734E+04          0.0000000000E+00          1.7010237053E-01          3.9572034538E+02          3.9942321116E+02          1.9422282507E+00          1.9570986851E+00          1.2179516093E+00          1.5193683968E+00          1.5789095792E+00          5.6124547683E+02          4.2814437164E-01          
2021-09-10                12:48:52.490              252.65894087              6063.814581               253.65894087              1631278132.491            0                         963                       1.4001272788E+02          4.4819541931E+01          3.6687500000E+01          4.4490043640E+01          4.4788383484E+01          1.0000000000E+00          0.0000000000E+00          3.2501249446E+04          0.0000000000E+00          1.7010252624E-01          3.9569543520E+02          4.0332973898E+02          1.9422282507E+00          1.9727794727E+00          1.2179516093E+00          1.5193683968E+00          1.5789095792E+00          5.6129493274E+02          4.2814437164E-01          
2021-09-10                12:48:52.907              252.65894568              6063.814696               253.65894568              1631278132.907            0                         963                       1.4001199341E+02          4.4819541931E+01          3.6687500000E+01          4.4490043640E+01          4.4788383484E+01          2.0000000000E+00          0.0000000000E+00          3.2501755859E+04          0.0000000000E+00          1.7010252624E-01          3.9569543520E+02          4.0330434980E+02          1.9430479412E+00          1.9727794727E+00          1.2179516093E+00          1.5193683968E+00          1.5789095792E+00          5.6129493274E+02          4.2814437164E-01          
2021-09-10                12:48:53.812              252.65895616              6063.814948               253.65895616              1631278133.812            0                         963                       1.4001199341E+02          4.4819541931E+01          3.6687500000E+01          4.4490043640E+01          4.4788383484E+01          4.0000000000E+00          0.0000000000E+00          3.2501755859E+04          0.0000000000E+00          1.7405373401E-01          3.9569543520E+02          4.0330434980E+02          1.9430479412E+00          1.9727794727E+00          1.2179516093E+00          1.5193683968E+00          1.5838231581E+00          5.6129493274E+02          4.3723543475E-01          
2021-09-10                12:48:54.654              252.65896591              6063.815182               253.65896591              1631278134.655            0                         963                       1.4001592285E+02          4.4820843201E+01          3.6687500000E+01          4.4495962830E+01          4.4793525085E+01          3.0000000000E+00          0.0000000000E+00          3.2510728359E+04          0.0000000000E+00          1.7405373401E-01          3.9569543520E+02          4.0330017118E+02          1.9430479412E+00          1.9735952816E+00          1.2188027059E+00          1.5203922673E+00          1.5838231581E+00          5.6129493274E+02          4.3723543475E-01          
2021-09-10                12:48:55.002              252.65896993              6063.815278               253.65896993              1631278135.002            0                         963                       1.4001904297E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          1.0000000000E+00          0.0000000000E+00          3.2514333984E+04          0.0000000000E+00          1.7405405777E-01          3.9575521936E+02          4.0330017118E+02          1.9430479412E+00          1.9735952816E+00          1.2188027059E+00          1.5203922673E+00          1.5838231581E+00          5.6139746470E+02          4.3723543475E-01          
2021-09-10                12:48:55.420              252.65897477              6063.815394               253.65897477              1631278135.420            0                         963                       1.4001904297E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          2.0000000000E+00          0.0000000000E+00          3.2514333984E+04          0.0000000000E+00          1.7405405777E-01          3.9575521936E+02          4.0336110431E+02          1.9435051598E+00          1.9735952816E+00          1.2188027059E+00          1.5203922673E+00          1.5838231581E+00          5.6139746470E+02          4.3723543475E-01          
2021-09-10                12:48:56.319              252.65898517              6063.815644               253.65898517              1631278136.319            0                         963                       1.4001904297E+02          4.4822044373E+01          3.6663525499E+01          4.4501426697E+01          4.4798271179E+01          4.0000000000E+00          0.0000000000E+00          3.2514333984E+04          0.0000000000E+00          1.5962076501E-01          3.9575521936E+02          4.0336110431E+02          1.9435051598E+00          1.9735952816E+00          1.2188027059E+00          1.5203922673E+00          1.5805457309E+00          5.6139746470E+02          4.0416663469E-01          
2021-09-10                12:48:57.059              252.65899375              6063.815850               253.65899375              1631278137.060            0                         963                       1.4001324463E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          3.0000000000E+00          0.0000000000E+00          3.2521621094E+04          0.0000000000E+00          1.5962076501E-01          3.9575521936E+02          4.0336186688E+02          1.9435051598E+00          1.9740627500E+00          1.2181922833E+00          1.5196579330E+00          1.5805457309E+00          5.6139746470E+02          4.0416663469E-01          
2021-09-10                12:48:57.407              252.65899778              6063.815947               253.65899778              1631278137.408            0                         963                       1.4001324463E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          1.0000000000E+00          0.0000000000E+00          3.2521621094E+04          0.0000000000E+00          1.5962035891E-01          3.9573493066E+02          4.0336186688E+02          1.9435051598E+00          1.9740627500E+00          1.2181922833E+00          1.5196579330E+00          1.5805457309E+00          5.6126860682E+02          4.0416663469E-01          
2021-09-10                12:48:57.822              252.65900257              6063.816062               253.65900257              1631278137.822            0                         963                       1.4001324463E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          2.0000000000E+00          0.0000000000E+00          3.2521621094E+04          0.0000000000E+00          1.5962035891E-01          3.9573493066E+02          4.0334118822E+02          1.9439219594E+00          1.9740627500E+00          1.2181922833E+00          1.5196579330E+00          1.5805457309E+00          5.6126860682E+02          4.0416663469E-01          
2021-09-10                12:48:58.723              252.65901301              6063.816312               253.65901301              1631278138.724            0                         963                       1.4001324463E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          4.0000000000E+00          0.0000000000E+00          3.2521621094E+04          0.0000000000E+00          1.5928591825E-01          3.9573493066E+02          4.0334118822E+02          1.9439219594E+00          1.9740627500E+00          1.2181922833E+00          1.5196579330E+00          1.5765786808E+00          5.6126860682E+02          4.0336141989E-01          
2021-09-10                12:48:59.447              252.65902138              6063.816513               253.65902138              1631278139.447            0                         963                       1.4001412964E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          3.0000000000E+00          0.0000000000E+00          3.2528589844E+04          0.0000000000E+00          1.5928591825E-01          3.9573493066E+02          4.0333686277E+02          1.9439219594E+00          1.9744687320E+00          1.2174374564E+00          1.5187498462E+00          1.5765786808E+00          5.6126860682E+02          4.0336141989E-01          
2021-09-10                12:48:59.681              252.65902410              6063.816578               253.65902410              1631278139.682            0                         963                       1.4001412964E+02          4.4822044373E+01          3.6687500000E+01          4.4501426697E+01          4.4798271179E+01          1.0000000000E+00          0.0000000000E+00          3.2528589844E+04          0.0000000000E+00          1.5928590521E-01          3.9565379098E+02          4.0333686277E+02          1.9439219594E+00          1.9744687320E+00          1.2174374564E+00          1.5187498462E+00          1.5765786808E+00          5.6126445900E+02          4.0336141989E-01          
2021-09-10                12:49:00.088              252.65902881              6063.816691               253.65902881              1631278140.089            0                         963                       1.4001429546E+02          4.4823821008E+01          3.6687500000E+01          4.4510096677E+01          4.4806017309E+01          2.0000000000E+00          0.0000000000E+00          3.2530254480E+04          0.0000000000E+00          1.5928590521E-01          3.9565379098E+02          4.0325416443E+02          1.9435000669E+00          1.9744687320E+00          1.2174374564E+00          1.5187498462E+00          1.5765786808E+00          5.6126445900E+02          4.0336141989E-01          
