DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               MPVPosition               OutletValve               CO_sync                   CO2_sync                  CO2_dry_sync              CH4_sync                  CH4_dry_sync              H2O_sync                  
2022-02-27                09:43:15.000              57.53003472               1380.720833               58.53003472               1645954995.000            0                         963                       1.3999765143E+02          4.5000633240E+01          4.1812500000E+01          4.4773490906E+01          4.5000846863E+01          8.0000000000E+00          2.0793735126E+04          2.1859900625E-01          4.0058333137E+02          4.0160232746E+02          2.0478228153E+00          2.0521198175E+00          1.6336449380E-01          
2022-02-27                09:43:20.000              57.53009259               1380.722222               58.53009259               1645955000.000            0                         963                       1.3999866000E+02          4.5000663757E+01          4.1812500000E+01          4.4773277283E+01          4.5000541687E+01          8.0000000000E+00          2.0791908558E+04          2.2860251177E-01          4.0058287012E+02          4.0160822358E+02          2.0475884662E+00          2.0518879110E+00          1.6473097200E-01          
2022-02-27                09:43:25.000              57.53015046               1380.723611               58.53015046               1645955005.000            0                         963                       1.3999838257E+02          4.5000816345E+01          4.1812500000E+01          4.4773460388E+01          4.5000846863E+01          8.0000000000E+00          2.0788318359E+04          2.2200088954E-01          4.0056881040E+02          4.0159479385E+02          2.0476201472E+00          2.0519082675E+00          1.6434895888E-01          
2022-02-27                09:43:30.000              57.53020833               1380.725000               58.53020833               1645955010.000            0                         963                       1.3999648114E+02          4.5000683799E+01          4.1812500000E+01          4.4773307800E+01          4.5000745062E+01          8.0000000000E+00          2.0784489054E+04          2.2308399024E-01          4.0057683566E+02          4.0159947772E+02          2.0476202120E+00          2.0518747812E+00          1.6566334044E-01          
2022-02-27                09:43:35.000              57.53026620               1380.726389               58.53026620               1645955015.000            0                         963                       1.3999920654E+02          4.5000633240E+01          4.1812500000E+01          4.4773582458E+01          4.5000755310E+01          8.0000000000E+00          2.0782746094E+04          2.2399416176E-01          4.0056552987E+02          4.0159969920E+02          2.0477033166E+00          2.0519183175E+00          1.6596573543E-01          
2022-02-27                09:43:40.000              57.53032407               1380.727778               58.53032407               1645955020.000            0                         963                       1.4000029109E+02          4.5000633240E+01          4.1812500000E+01          4.4773582458E+01          4.5000755310E+01          8.0000000000E+00          2.0780610058E+04          2.1807907814E-01          4.0056259144E+02          4.0160018200E+02          2.0474617039E+00          2.0519856646E+00          1.6639495051E-01          
2022-02-27                09:43:45.000              57.53038194               1380.729167               58.53038194               1645955025.000            0                         963                       1.3999996948E+02          4.5000511169E+01          4.1812500000E+01          4.4773368835E+01          4.5000816345E+01          8.0000000000E+00          2.0777867188E+04          2.1952991126E-01          4.0058577555E+02          4.0162599343E+02          2.0475053273E+00          2.0519097847E+00          1.6695735866E-01          
2022-02-27                09:43:50.000              57.53043981               1380.730556               58.53043981               1645955030.000            0                         963                       1.3999795532E+02          4.5000419617E+01          4.1812500000E+01          4.4773612976E+01          4.5000663757E+01          8.0000000000E+00          2.0773650391E+04          2.2466400480E-01          4.0055780680E+02          4.0159186664E+02          2.0474985966E+00          2.0518730823E+00          1.6782501605E-01          
2022-02-27                09:43:55.000              57.53049769               1380.731944               58.53049769               1645955035.000            0                         963                       1.3999905396E+02          4.5000419617E+01          4.1812500000E+01          4.4773582458E+01          4.5000816345E+01          8.0000000000E+00          2.0771777344E+04          2.2385586193E-01          4.0054381423E+02          4.0160373460E+02          2.0474415747E+00          2.0519300869E+00          1.6873909338E-01          
2022-02-27                09:44:00.000              57.53055556               1380.733333               58.53055556               1645955040.000            0                         963                       1.3999725342E+02          4.5000083923E+01          4.1812500000E+01          4.4773399353E+01          4.5000907898E+01          8.0000000000E+00          2.0768876953E+04          2.1928082294E-01          4.0056365419E+02          4.0161889668E+02          2.0473524679E+00          2.0518549315E+00          1.6937114398E-01          
